NMI,MeterSerial,Period,Local Time,E kWh at Meter,B kWh at Meter,kW,kVA,PF
4103750213,All,1,27/03/2017 00:00,16.512,0,33.024,33.949,0.973
4103750213,All,2,27/03/2017 00:30,15.84,0,31.68,32.474,0.976
4103750213,All,3,27/03/2017 01:00,16.4,0,32.8,33.739,0.972
4103750213,All,4,27/03/2017 01:30,15.776,0,31.552,32.3,0.977
4103750213,All,5,27/03/2017 02:00,15.632,0,31.264,32.04,0.976
4103750213,All,6,27/03/2017 02:30,15.888,0,31.776,32.506,0.978
4103750213,All,7,27/03/2017 03:00,16.4,0,32.8,33.554,0.978
4103750213,All,8,27/03/2017 03:30,15.472,0,30.944,31.679,0.977
4103750213,All,9,27/03/2017 04:00,16.064,0,32.128,32.911,0.976
4103750213,All,10,27/03/2017 04:30,17.024,0,34.048,34.801,0.978
4103750213,All,11,27/03/2017 05:00,19.12,0,38.24,39.373,0.971
4103750213,All,12,27/03/2017 05:30,19.472,0,38.944,40.18,0.969
4103750213,All,13,27/03/2017 06:00,23.984,0,47.968,49.738,0.964
4103750213,All,14,27/03/2017 06:30,23.392,0,46.784,48.42,0.966
4103750213,All,15,27/03/2017 07:00,24.32,0,48.64,50.256,0.968
4103750213,All,16,27/03/2017 07:30,23.872,0,47.744,49.687,0.961
4103750213,All,17,27/03/2017 08:00,22.736,0,45.472,47.611,0.955
4103750213,All,18,27/03/2017 08:30,22.496,0,44.992,47.172,0.954
4103750213,All,19,27/03/2017 09:00,23.84,0,47.68,49.617,0.961
4103750213,All,20,27/03/2017 09:30,23.008,0,46.016,47.867,0.961
4103750213,All,21,27/03/2017 10:00,22.704,0,45.408,47.058,0.965
4103750213,All,22,27/03/2017 10:30,22.832,0,45.664,47.322,0.965
4103750213,All,23,27/03/2017 11:00,22.832,0,45.664,47.415,0.963
4103750213,All,24,27/03/2017 11:30,23.456,0,46.912,48.755,0.962
4103750213,All,25,27/03/2017 12:00,22.8,0,45.6,47.521,0.96
4103750213,All,26,27/03/2017 12:30,23.568,0,47.136,49.059,0.961
4103750213,All,27,27/03/2017 13:00,23.92,0,47.84,50.035,0.956
4103750213,All,28,27/03/2017 13:30,24.4,0,48.8,50.844,0.96
4103750213,All,29,27/03/2017 14:00,22.864,0,45.728,47.865,0.955
4103750213,All,30,27/03/2017 14:30,23.248,0,46.496,48.675,0.955
4103750213,All,31,27/03/2017 15:00,23.68,0,47.36,49.464,0.957
4103750213,All,32,27/03/2017 15:30,23.328,0,46.656,48.753,0.957
4103750213,All,33,27/03/2017 16:00,23.472,0,46.944,49.227,0.954
4103750213,All,34,27/03/2017 16:30,24.816,0,49.632,51.556,0.963
4103750213,All,35,27/03/2017 17:00,24.224,0,48.448,50.453,0.96
4103750213,All,36,27/03/2017 17:30,25.12,0,50.24,52.048,0.965
4103750213,All,37,27/03/2017 18:00,25.36,0,50.72,52.638,0.964
4103750213,All,38,27/03/2017 18:30,23.52,0,47.04,49.13,0.957
4103750213,All,39,27/03/2017 19:00,24.608,0,49.216,51.208,0.961
4103750213,All,40,27/03/2017 19:30,23.248,0,46.496,48.508,0.959
4103750213,All,41,27/03/2017 20:00,21.792,0,43.584,44.906,0.971
4103750213,All,42,27/03/2017 20:30,19.872,0,39.744,41.198,0.965
4103750213,All,43,27/03/2017 21:00,18.416,0,36.832,37.657,0.978
4103750213,All,44,27/03/2017 21:30,19.648,0,39.296,40.475,0.971
4103750213,All,45,27/03/2017 22:00,16.512,0,33.024,33.82,0.976
4103750213,All,46,27/03/2017 22:30,17.296,0,34.592,35.694,0.969
4103750213,All,47,27/03/2017 23:00,15.84,0,31.68,32.405,0.978
4103750213,All,48,27/03/2017 23:30,15.952,0,31.904,32.665,0.977
4103750213,All,1,28/03/2017 00:00,15.552,0,31.104,31.815,0.978
4103750213,All,2,28/03/2017 00:30,15.808,0,31.616,32.142,0.984
4103750213,All,3,28/03/2017 01:00,14.96,0,29.92,30.469,0.982
4103750213,All,4,28/03/2017 01:30,14.928,0,29.856,30.401,0.982
4103750213,All,5,28/03/2017 02:00,15.376,0,30.752,31.229,0.985
4103750213,All,6,28/03/2017 02:30,14.88,0,29.76,30.282,0.983
4103750213,All,7,28/03/2017 03:00,14.96,0,29.92,30.457,0.982
4103750213,All,8,28/03/2017 03:30,15.792,0,31.584,32.14,0.983
4103750213,All,9,28/03/2017 04:00,15.712,0,31.424,31.948,0.984
4103750213,All,10,28/03/2017 04:30,15.536,0,31.072,31.539,0.985
4103750213,All,11,28/03/2017 05:00,19.264,0,38.528,39.416,0.977
4103750213,All,12,28/03/2017 05:30,19.904,0,39.808,41.12,0.968
4103750213,All,13,28/03/2017 06:00,23.52,0,47.04,48.717,0.966
4103750213,All,14,28/03/2017 06:30,22.704,0,45.408,46.784,0.971
4103750213,All,15,28/03/2017 07:00,23.168,0,46.336,47.793,0.97
4103750213,All,16,28/03/2017 07:30,22.848,0,45.696,47.237,0.967
4103750213,All,17,28/03/2017 08:00,22.144,0,44.288,46.227,0.958
4103750213,All,18,28/03/2017 08:30,22.416,0,44.832,46.528,0.964
4103750213,All,19,28/03/2017 09:00,21.504,0,43.008,44.872,0.958
4103750213,All,20,28/03/2017 09:30,21.552,0,43.104,44.795,0.962
4103750213,All,21,28/03/2017 10:00,21.952,0,43.904,45.583,0.963
4103750213,All,22,28/03/2017 10:30,22.288,0,44.576,46.23,0.964
4103750213,All,23,28/03/2017 11:00,22.208,0,44.416,46.05,0.965
4103750213,All,24,28/03/2017 11:30,22.08,0,44.16,45.942,0.961
4103750213,All,25,28/03/2017 12:00,21.6,0,43.2,45.02,0.96
4103750213,All,26,28/03/2017 12:30,22.304,0,44.608,46.417,0.961
4103750213,All,27,28/03/2017 13:00,22.944,0,45.888,47.762,0.961
4103750213,All,28,28/03/2017 13:30,23.52,0,47.04,48.818,0.964
4103750213,All,29,28/03/2017 14:00,22.672,0,45.344,47.133,0.962
4103750213,All,30,28/03/2017 14:30,21.696,0,43.392,45.483,0.954
4103750213,All,31,28/03/2017 15:00,22.96,0,45.92,48.087,0.955
4103750213,All,32,28/03/2017 15:30,21.808,0,43.616,45.932,0.95
4103750213,All,33,28/03/2017 16:00,23.52,0,47.04,49.029,0.959
4103750213,All,34,28/03/2017 16:30,24.592,0,49.184,51.413,0.957
4103750213,All,35,28/03/2017 17:00,25.456,0,50.912,52.739,0.965
4103750213,All,36,28/03/2017 17:30,24.864,0,49.728,51.554,0.965
4103750213,All,37,28/03/2017 18:00,23.856,0,47.712,49.801,0.958
4103750213,All,38,28/03/2017 18:30,24.032,0,48.064,50.048,0.96
4103750213,All,39,28/03/2017 19:00,23.168,0,46.336,48.373,0.958
4103750213,All,40,28/03/2017 19:30,23.488,0,46.976,48.941,0.96
4103750213,All,41,28/03/2017 20:00,21.92,0,43.84,45.495,0.964
4103750213,All,42,28/03/2017 20:30,20.304,0,40.608,42.124,0.964
4103750213,All,43,28/03/2017 21:00,19.328,0,38.656,40.031,0.966
4103750213,All,44,28/03/2017 21:30,17.84,0,35.68,36.538,0.977
4103750213,All,45,28/03/2017 22:00,16.496,0,32.992,33.889,0.974
4103750213,All,46,28/03/2017 22:30,16.864,0,33.728,34.606,0.975
4103750213,All,47,28/03/2017 23:00,16.56,0,33.12,34.065,0.972
4103750213,All,48,28/03/2017 23:30,15.904,0,31.808,32.73,0.972
4103750213,All,1,29/03/2017 00:00,15.632,0,31.264,32.075,0.975
4103750213,All,2,29/03/2017 00:30,15.104,0,30.208,30.826,0.98
4103750213,All,3,29/03/2017 01:00,16.128,0,32.256,32.789,0.984
4103750213,All,4,29/03/2017 01:30,15.072,0,30.144,30.764,0.98
4103750213,All,5,29/03/2017 02:00,16.784,0,33.568,34.414,0.975
4103750213,All,6,29/03/2017 02:30,14.992,0,29.984,30.594,0.98
4103750213,All,7,29/03/2017 03:00,15.072,0,30.144,30.738,0.981
4103750213,All,8,29/03/2017 03:30,15.616,0,31.232,31.9,0.979
4103750213,All,9,29/03/2017 04:00,15.152,0,30.304,30.865,0.982
4103750213,All,10,29/03/2017 04:30,16.432,0,32.864,33.416,0.983
4103750213,All,11,29/03/2017 05:00,17.872,0,35.744,36.475,0.98
4103750213,All,12,29/03/2017 05:30,19.552,0,39.104,40.235,0.972
4103750213,All,13,29/03/2017 06:00,23.056,0,46.112,47.537,0.97
4103750213,All,14,29/03/2017 06:30,23.2,0,46.4,47.919,0.968
4103750213,All,15,29/03/2017 07:00,22.288,0,44.576,46.033,0.968
4103750213,All,16,29/03/2017 07:30,23.36,0,46.72,48.4,0.965
4103750213,All,17,29/03/2017 08:00,23.104,0,46.208,47.982,0.963
4103750213,All,18,29/03/2017 08:30,20.928,0,41.856,43.65,0.959
4103750213,All,19,29/03/2017 09:00,21.472,0,42.944,45.017,0.954
4103750213,All,20,29/03/2017 09:30,22.48,0,44.96,46.729,0.962
4103750213,All,21,29/03/2017 10:00,22.416,0,44.832,46.712,0.96
4103750213,All,22,29/03/2017 10:30,22.112,0,44.224,46.102,0.959
4103750213,All,23,29/03/2017 11:00,22.8,0,45.6,47.362,0.963
4103750213,All,24,29/03/2017 11:30,22.016,0,44.032,45.766,0.962
4103750213,All,25,29/03/2017 12:00,21.712,0,43.424,45.182,0.961
4103750213,All,26,29/03/2017 12:30,21.84,0,43.68,45.701,0.956
4103750213,All,27,29/03/2017 13:00,22.928,0,45.856,47.904,0.957
4103750213,All,28,29/03/2017 13:30,22.064,0,44.128,46.037,0.959
4103750213,All,29,29/03/2017 14:00,22.288,0,44.576,46.586,0.957
4103750213,All,30,29/03/2017 14:30,22.928,0,45.856,47.731,0.961
4103750213,All,31,29/03/2017 15:00,23.264,0,46.528,48.511,0.959
4103750213,All,32,29/03/2017 15:30,24.08,0,48.16,50.149,0.96
4103750213,All,33,29/03/2017 16:00,24.048,0,48.096,50.106,0.96
4103750213,All,34,29/03/2017 16:30,24.8,0,49.6,51.473,0.964
4103750213,All,35,29/03/2017 17:00,24.256,0,48.512,50.586,0.959
4103750213,All,36,29/03/2017 17:30,24.816,0,49.632,51.697,0.96
4103750213,All,37,29/03/2017 18:00,24.128,0,48.256,50.241,0.96
4103750213,All,38,29/03/2017 18:30,24.656,0,49.312,51.399,0.959
4103750213,All,39,29/03/2017 19:00,23.632,0,47.264,49.335,0.958
4103750213,All,40,29/03/2017 19:30,23.36,0,46.72,48.805,0.957
4103750213,All,41,29/03/2017 20:00,22.128,0,44.256,45.739,0.968
4103750213,All,42,29/03/2017 20:30,20,0,40,41.099,0.973
4103750213,All,43,29/03/2017 21:00,18.992,0,37.984,38.961,0.975
4103750213,All,44,29/03/2017 21:30,18.144,0,36.288,37.385,0.971
4103750213,All,45,29/03/2017 22:00,17.488,0,34.976,36.043,0.97
4103750213,All,46,29/03/2017 22:30,17.152,0,34.304,35.239,0.973
4103750213,All,47,29/03/2017 23:00,16.32,0,32.64,33.531,0.973
4103750213,All,48,29/03/2017 23:30,15.856,0,31.712,32.577,0.973
4103750213,All,1,30/03/2017 00:00,15.696,0,31.392,32.193,0.975
4103750213,All,2,30/03/2017 00:30,16.016,0,32.032,32.86,0.975
4103750213,All,3,30/03/2017 01:00,15.808,0,31.616,32.257,0.98
4103750213,All,4,30/03/2017 01:30,15.024,0,30.048,30.702,0.979
4103750213,All,5,30/03/2017 02:00,15.04,0,30.08,30.733,0.979
4103750213,All,6,30/03/2017 02:30,15.36,0,30.72,31.367,0.979
4103750213,All,7,30/03/2017 03:00,15.136,0,30.272,30.921,0.979
4103750213,All,8,30/03/2017 03:30,15.2,0,30.4,31.047,0.979
4103750213,All,9,30/03/2017 04:00,15.312,0,30.624,31.26,0.98
4103750213,All,10,30/03/2017 04:30,16.144,0,32.288,32.873,0.982
4103750213,All,11,30/03/2017 05:00,18.144,0,36.288,37.021,0.98
4103750213,All,12,30/03/2017 05:30,18.704,0,37.408,38.422,0.974
4103750213,All,13,30/03/2017 06:00,23.264,0,46.528,47.972,0.97
4103750213,All,14,30/03/2017 06:30,22.768,0,45.536,46.908,0.971
4103750213,All,15,30/03/2017 07:00,24.048,0,48.096,49.517,0.971
4103750213,All,16,30/03/2017 07:30,23.712,0,47.424,48.934,0.969
4103750213,All,17,30/03/2017 08:00,22.992,0,45.984,48.008,0.958
4103750213,All,18,30/03/2017 08:30,22.704,0,45.408,47.31,0.96
4103750213,All,19,30/03/2017 09:00,21.088,0,42.176,44.246,0.953
4103750213,All,20,30/03/2017 09:30,22.096,0,44.192,46.247,0.956
4103750213,All,21,30/03/2017 10:00,22.096,0,44.192,46.342,0.954
4103750213,All,22,30/03/2017 10:30,22.752,0,45.504,47.633,0.955
4103750213,All,23,30/03/2017 11:00,21.744,0,43.488,45.546,0.955
4103750213,All,24,30/03/2017 11:30,21.952,0,43.904,45.915,0.956
4103750213,All,25,30/03/2017 12:00,21.84,0,43.68,45.835,0.953
4103750213,All,26,30/03/2017 12:30,22.16,0,44.32,46.455,0.954
4103750213,All,27,30/03/2017 13:00,25.76,0,51.52,53.626,0.961
4103750213,All,28,30/03/2017 13:30,31.696,0,63.392,65.364,0.97
4103750213,All,29,30/03/2017 14:00,25.648,0,51.296,53.093,0.966
4103750213,All,30,30/03/2017 14:30,22.576,0,45.152,47.23,0.956
4103750213,All,31,30/03/2017 15:00,23.664,0,47.328,49.378,0.958
4103750213,All,32,30/03/2017 15:30,22.288,0,44.576,46.67,0.955
4103750213,All,33,30/03/2017 16:00,23.648,0,47.296,49.477,0.956
4103750213,All,34,30/03/2017 16:30,24.064,0,48.128,50.11,0.96
4103750213,All,35,30/03/2017 17:00,24.272,0,48.544,50.681,0.958
4103750213,All,36,30/03/2017 17:30,25.28,0,50.56,52.606,0.961
4103750213,All,37,30/03/2017 18:00,23.744,0,47.488,49.614,0.957
4103750213,All,38,30/03/2017 18:30,23.104,0,46.208,48.186,0.959
4103750213,All,39,30/03/2017 19:00,23.968,0,47.936,49.952,0.96
4103750213,All,40,30/03/2017 19:30,23.36,0,46.72,48.861,0.956
4103750213,All,41,30/03/2017 20:00,22.304,0,44.608,46.112,0.967
4103750213,All,42,30/03/2017 20:30,22.144,0,44.288,45.995,0.963
4103750213,All,43,30/03/2017 21:00,20.736,0,41.472,42.664,0.972
4103750213,All,44,30/03/2017 21:30,16.8,0,33.6,34.517,0.973
4103750213,All,45,30/03/2017 22:00,17.392,0,34.784,35.88,0.969
4103750213,All,46,30/03/2017 22:30,19.232,0,38.464,39.598,0.971
4103750213,All,47,30/03/2017 23:00,17.216,0,34.432,35.531,0.969
4103750213,All,48,30/03/2017 23:30,16.72,0,33.44,34.325,0.974
4103750213,All,1,31/03/2017 00:00,16.752,0,33.504,34.338,0.976
4103750213,All,2,31/03/2017 00:30,15.072,0,30.144,30.751,0.98
4103750213,All,3,31/03/2017 01:00,15.968,0,31.936,32.486,0.983
4103750213,All,4,31/03/2017 01:30,15.44,0,30.88,31.401,0.983
4103750213,All,5,31/03/2017 02:00,14.704,0,29.408,29.895,0.984
4103750213,All,6,31/03/2017 02:30,15.168,0,30.336,30.854,0.983
4103750213,All,7,31/03/2017 03:00,14.896,0,29.792,30.302,0.983
4103750213,All,8,31/03/2017 03:30,15.328,0,30.656,31.158,0.984
4103750213,All,9,31/03/2017 04:00,15.136,0,30.272,30.809,0.983
4103750213,All,10,31/03/2017 04:30,16.8,0,33.6,34.304,0.979
4103750213,All,11,31/03/2017 05:00,18.288,0,36.576,37.468,0.976
4103750213,All,12,31/03/2017 05:30,18.592,0,37.184,38.427,0.968
4103750213,All,13,31/03/2017 06:00,22.928,0,45.856,47.352,0.968
4103750213,All,14,31/03/2017 06:30,22.656,0,45.312,46.746,0.969
4103750213,All,15,31/03/2017 07:00,23.12,0,46.24,47.78,0.968
4103750213,All,16,31/03/2017 07:30,23.456,0,46.912,48.544,0.966
4103750213,All,17,31/03/2017 08:00,23.392,0,46.784,48.775,0.959
4103750213,All,18,31/03/2017 08:30,21.696,0,43.392,45.388,0.956
4103750213,All,19,31/03/2017 09:00,21.776,0,43.552,45.385,0.96
4103750213,All,20,31/03/2017 09:30,21.52,0,43.04,44.903,0.959
4103750213,All,21,31/03/2017 10:00,22.096,0,44.192,45.982,0.961
4103750213,All,22,31/03/2017 10:30,23.872,0,47.744,49.389,0.967
4103750213,All,23,31/03/2017 11:00,22.16,0,44.32,46.158,0.96
4103750213,All,24,31/03/2017 11:30,22.96,0,45.92,47.793,0.961
4103750213,All,25,31/03/2017 12:00,22.144,0,44.288,46.2,0.959
4103750213,All,26,31/03/2017 12:30,21.872,0,43.744,45.633,0.959
4103750213,All,27,31/03/2017 13:00,22.784,0,45.568,47.509,0.959
4103750213,All,28,31/03/2017 13:30,23.616,0,47.232,49.268,0.959
4103750213,All,29,31/03/2017 14:00,22.912,0,45.824,47.957,0.956
4103750213,All,30,31/03/2017 14:30,23.008,0,46.016,47.876,0.961
4103750213,All,31,31/03/2017 15:00,22.544,0,45.088,47.122,0.957
4103750213,All,32,31/03/2017 15:30,23.088,0,46.176,48.137,0.959
4103750213,All,33,31/03/2017 16:00,24.304,0,48.608,50.606,0.961
4103750213,All,34,31/03/2017 16:30,23.968,0,47.936,49.759,0.963
4103750213,All,35,31/03/2017 17:00,23.376,0,46.752,48.575,0.962
4103750213,All,36,31/03/2017 17:30,24.944,0,49.888,51.449,0.97
4103750213,All,37,31/03/2017 18:00,25.184,0,50.368,52.256,0.964
4103750213,All,38,31/03/2017 18:30,25.424,0,50.848,52.9,0.961
4103750213,All,39,31/03/2017 19:00,24.048,0,48.096,49.904,0.964
4103750213,All,40,31/03/2017 19:30,23.008,0,46.016,47.876,0.961
4103750213,All,41,31/03/2017 20:00,20.336,0,40.672,42.119,0.966
4103750213,All,42,31/03/2017 20:30,20.208,0,40.416,41.773,0.968
4103750213,All,43,31/03/2017 21:00,19.696,0,39.392,40.308,0.977
4103750213,All,44,31/03/2017 21:30,19.264,0,38.528,39.471,0.976
4103750213,All,45,31/03/2017 22:00,19.408,0,38.816,39.932,0.972
4103750213,All,46,31/03/2017 22:30,18.64,0,37.28,38.037,0.98
4103750213,All,47,31/03/2017 23:00,16.528,0,33.056,33.707,0.981
4103750213,All,48,31/03/2017 23:30,16.448,0,32.896,33.608,0.979
4103750213,All,1,01/04/2017 00:00,16.4,0,32.8,33.54,0.978
4103750213,All,2,01/04/2017 00:30,16.4,0,32.8,33.259,0.986
4103750213,All,3,01/04/2017 01:00,15.12,0,30.24,30.681,0.986
4103750213,All,4,01/04/2017 01:30,16.176,0,32.352,32.942,0.982
4103750213,All,5,01/04/2017 02:00,14.784,0,29.568,30.003,0.986
4103750213,All,6,01/04/2017 02:30,16.144,0,32.288,32.77,0.985
4103750213,All,7,01/04/2017 03:00,14.816,0,29.632,30.077,0.985
4103750213,All,8,01/04/2017 03:30,15.728,0,31.456,32.05,0.981
4103750213,All,9,01/04/2017 04:00,14.96,0,29.92,30.344,0.986
4103750213,All,10,01/04/2017 04:30,14.848,0,29.696,30.129,0.986
4103750213,All,11,01/04/2017 05:00,16.768,0,33.536,34.39,0.975
4103750213,All,12,01/04/2017 05:30,17.168,0,34.336,35.256,0.974
4103750213,All,13,01/04/2017 06:00,20.72,0,41.44,43.02,0.963
4103750213,All,14,01/04/2017 06:30,21.024,0,42.048,43.401,0.969
4103750213,All,15,01/04/2017 07:00,21.792,0,43.584,44.968,0.969
4103750213,All,16,01/04/2017 07:30,21.712,0,43.424,44.837,0.968
4103750213,All,17,01/04/2017 08:00,21.888,0,43.776,45.547,0.961
4103750213,All,18,01/04/2017 08:30,23.616,0,47.232,48.911,0.966
4103750213,All,19,01/04/2017 09:00,23.232,0,46.464,48.263,0.963
4103750213,All,20,01/04/2017 09:30,23.2,0,46.4,48.099,0.965
4103750213,All,21,01/04/2017 10:00,22.224,0,44.448,46.115,0.964
4103750213,All,22,01/04/2017 10:30,22.8,0,45.6,47.337,0.963
4103750213,All,23,01/04/2017 11:00,22.768,0,45.536,47.292,0.963
4103750213,All,24,01/04/2017 11:30,22.944,0,45.888,47.683,0.962
4103750213,All,25,01/04/2017 12:00,22.928,0,45.856,47.678,0.962
4103750213,All,26,01/04/2017 12:30,22.688,0,45.376,47.27,0.96
4103750213,All,27,01/04/2017 13:00,22.48,0,44.96,46.703,0.963
4103750213,All,28,01/04/2017 13:30,22.336,0,44.672,46.306,0.965
4103750213,All,29,01/04/2017 14:00,22.4,0,44.8,46.421,0.965
4103750213,All,30,01/04/2017 14:30,21.792,0,43.584,45.336,0.961
4103750213,All,31,01/04/2017 15:00,23.168,0,46.336,47.897,0.967
4103750213,All,32,01/04/2017 15:30,22.688,0,45.376,46.952,0.966
4103750213,All,33,01/04/2017 16:00,23.616,0,47.232,48.861,0.967
4103750213,All,34,01/04/2017 16:30,23.872,0,47.744,49.405,0.966
4103750213,All,35,01/04/2017 17:00,23.856,0,47.712,49.416,0.966
4103750213,All,36,01/04/2017 17:30,22.88,0,45.76,47.482,0.964
4103750213,All,37,01/04/2017 18:00,23.104,0,46.208,48,0.963
4103750213,All,38,01/04/2017 18:30,23.28,0,46.56,48.426,0.961
4103750213,All,39,01/04/2017 19:00,23.104,0,46.208,48.141,0.96
4103750213,All,40,01/04/2017 19:30,23.12,0,46.24,48.057,0.962
4103750213,All,41,01/04/2017 20:00,20.144,0,40.288,41.538,0.97
4103750213,All,42,01/04/2017 20:30,20.608,0,41.216,42.539,0.969
4103750213,All,43,01/04/2017 21:00,19.936,0,39.872,40.764,0.978
4103750213,All,44,01/04/2017 21:30,18.496,0,36.992,38.032,0.973
4103750213,All,45,01/04/2017 22:00,17.936,0,35.872,36.739,0.976
4103750213,All,46,01/04/2017 22:30,17.856,0,35.712,36.735,0.972
4103750213,All,47,01/04/2017 23:00,17.088,0,34.176,35,0.976
4103750213,All,48,01/04/2017 23:30,18.032,0,36.064,36.913,0.977
4103750213,All,1,02/04/2017 00:00,18.176,0,36.352,37.215,0.977
4103750213,All,2,02/04/2017 00:30,15.84,0,31.68,32.149,0.985
4103750213,All,3,02/04/2017 01:00,15.536,0,31.072,31.534,0.985
4103750213,All,4,02/04/2017 01:30,15.808,0,31.616,32.097,0.985
4103750213,All,5,02/04/2017 02:00,14.976,0,29.952,30.419,0.985
4103750213,All,6,02/04/2017 02:30,14.704,0,29.408,29.89,0.984
4103750213,All,7,02/04/2017 03:00,14.656,0,29.312,29.795,0.984
4103750213,All,8,02/04/2017 03:30,14.608,0,29.216,29.689,0.984
4103750213,All,9,02/04/2017 04:00,14.672,0,29.344,29.827,0.984
4103750213,All,10,02/04/2017 04:30,14.736,0,29.472,29.958,0.984
4103750213,All,11,02/04/2017 05:00,16.4,0,32.8,33.534,0.978
4103750213,All,12,02/04/2017 05:30,16.336,0,32.672,33.498,0.975
4103750213,All,13,02/04/2017 06:00,18.976,0,37.952,39.561,0.959
4103750213,All,14,02/04/2017 06:30,19.792,0,39.584,41.147,0.962
4103750213,All,15,02/04/2017 07:00,20.224,0,40.448,41.844,0.967
4103750213,All,16,02/04/2017 07:30,21.28,0,42.56,44.067,0.966
4103750213,All,17,02/04/2017 08:00,21.872,0,43.744,45.706,0.957
4103750213,All,18,02/04/2017 08:30,22.752,0,45.504,47.236,0.963
4103750213,All,19,02/04/2017 09:00,21.92,0,43.84,45.743,0.958
4103750213,All,20,02/04/2017 09:30,22.816,0,45.632,47.367,0.963
4103750213,All,21,02/04/2017 10:00,23.792,0,47.584,49.276,0.966
4103750213,All,22,02/04/2017 10:30,22.656,0,45.312,47.111,0.962
4103750213,All,23,02/04/2017 11:00,24,0,48,49.925,0.961
4103750213,All,24,02/04/2017 11:30,23.104,0,46.208,48.141,0.96
4103750213,All,25,02/04/2017 12:00,23.392,0,46.784,48.641,0.962
4103750213,All,26,02/04/2017 12:30,24.112,0,48.224,49.935,0.966
4103750213,All,27,02/04/2017 13:00,23.728,0,47.456,49.194,0.965
4103750213,All,28,02/04/2017 13:30,22.624,0,45.248,47.085,0.961
4103750213,All,29,02/04/2017 14:00,22.96,0,45.92,47.758,0.962
4103750213,All,30,02/04/2017 14:30,22.752,0,45.504,47.493,0.958
4103750213,All,31,02/04/2017 15:00,23.344,0,46.688,48.611,0.96
4103750213,All,32,02/04/2017 15:30,23.696,0,47.392,49.166,0.964
4103750213,All,33,02/04/2017 16:00,24.304,0,48.608,50.398,0.964
4103750213,All,34,02/04/2017 16:30,23.376,0,46.752,48.602,0.962
4103750213,All,35,02/04/2017 17:00,23.888,0,47.776,49.718,0.961
4103750213,All,36,02/04/2017 17:30,24.656,0,49.312,51.153,0.964
4103750213,All,37,02/04/2017 18:00,24.192,0,48.384,50.32,0.962
4103750213,All,38,02/04/2017 18:30,23.808,0,47.616,49.547,0.961
4103750213,All,39,02/04/2017 19:00,23.536,0,47.072,48.962,0.961
4103750213,All,40,02/04/2017 19:30,23.76,0,47.52,49.617,0.958
4103750213,All,41,02/04/2017 20:00,22.496,0,44.992,46.606,0.965
4103750213,All,42,02/04/2017 20:30,21.936,0,43.872,45.425,0.966
4103750213,All,43,02/04/2017 21:00,19.68,0,39.36,40.599,0.969
4103750213,All,44,02/04/2017 21:30,19.776,0,39.552,40.769,0.97
4103750213,All,45,02/04/2017 22:00,18.752,0,37.504,38.501,0.974
4103750213,All,46,02/04/2017 22:30,18.192,0,36.384,37.486,0.971
4103750213,All,47,02/04/2017 23:00,18.144,0,36.288,37.448,0.969
4103750213,All,48,02/04/2017 23:30,16.736,0,33.472,34.422,0.972
4103750213,All,1,03/04/2017 00:00,15.776,0,31.552,32.253,0.978
4103750213,All,2,03/04/2017 00:30,15.76,0,31.52,32.054,0.983
4103750213,All,3,03/04/2017 01:00,14.96,0,29.92,30.475,0.982
4103750213,All,4,03/04/2017 01:30,14.96,0,29.92,30.463,0.982
4103750213,All,5,03/04/2017 02:00,15.12,0,30.24,30.814,0.981
4103750213,All,6,03/04/2017 02:30,15.84,0,31.68,32.205,0.984
4103750213,All,7,03/04/2017 03:00,15.056,0,30.112,30.682,0.981
4103750213,All,8,03/04/2017 03:30,15.296,0,30.592,31.124,0.983
4103750213,All,9,03/04/2017 04:00,14.896,0,29.792,30.314,0.983
4103750213,All,10,03/04/2017 04:30,14.848,0,29.696,30.196,0.983
4103750213,All,11,03/04/2017 05:00,16.752,0,33.504,34.468,0.972
4103750213,All,12,03/04/2017 05:30,17.664,0,35.328,36.287,0.974
4103750213,All,13,03/04/2017 06:00,21.728,0,43.456,45.023,0.965
4103750213,All,14,03/04/2017 06:30,22.448,0,44.896,46.431,0.967
4103750213,All,15,03/04/2017 07:00,22.176,0,44.352,45.832,0.968
4103750213,All,16,03/04/2017 07:30,22.688,0,45.376,46.952,0.966
4103750213,All,17,03/04/2017 08:00,24.992,0,49.984,51.613,0.968
4103750213,All,18,03/04/2017 08:30,24.8,0,49.6,51.389,0.965
4103750213,All,19,03/04/2017 09:00,24.4,0,48.8,50.583,0.965
4103750213,All,20,03/04/2017 09:30,23.696,0,47.392,49.141,0.964
4103750213,All,21,03/04/2017 10:00,25.44,0,50.88,52.642,0.967
4103750213,All,22,03/04/2017 10:30,24.64,0,49.28,51.021,0.966
4103750213,All,23,03/04/2017 11:00,22.784,0,45.568,47.323,0.963
4103750213,All,24,03/04/2017 11:30,23.216,0,46.432,48.13,0.965
4103750213,All,25,03/04/2017 12:00,23.456,0,46.912,48.79,0.961
4103750213,All,26,03/04/2017 12:30,22.528,0,45.056,46.954,0.96
4103750213,All,27,03/04/2017 13:00,22.192,0,44.384,46.497,0.955
4103750213,All,28,03/04/2017 13:30,23.424,0,46.848,48.738,0.961
4103750213,All,29,03/04/2017 14:00,22.96,0,45.92,47.82,0.96
4103750213,All,30,03/04/2017 14:30,22.928,0,45.856,47.644,0.962
4103750213,All,31,03/04/2017 15:00,22.128,0,44.256,46.115,0.96
