Read datetime,Export kWh,Import kWh,Net kWh,Export kVARh,Import kVARh,kW Demand,kVA Demand,Power Factor%,,
1/11/2019 3:00,180.8,0,180.8,0,0,361.6,361.6,100,,
1/11/2019 3:30,186.6,0,186.6,0,0,373.2,373.2,100,,
1/11/2019 4:00,187.6,0,187.6,0,0,375.2,375.2,100,,
1/11/2019 4:30,155.8,0,155.8,0,0,311.6,311.6,100,,
1/11/2019 5:00,148.7,0,148.7,0,0,297.4,297.4,100,,
1/11/2019 5:30,148.4,0,148.4,0,0,296.8,296.8,100,,
1/11/2019 6:00,174.3,0,174.3,0,0,348.6,348.6,100,,
1/11/2019 6:30,211.2,0,211.2,0.4,0,422.4,422.401,100,,
1/11/2019 7:00,220.8,0,220.8,2.5,0,441.6,441.628,100,,
1/11/2019 7:30,233.9,0,233.9,13.8,0,467.8,468.613,99.8,,
1/11/2019 8:00,250.2,0,250.2,21.9,0,500.4,502.313,99.6,,
1/11/2019 8:30,258.6,0,258.6,32.9,0,517.2,521.369,99.2,,
1/11/2019 9:00,267.3,0,267.3,41.6,0,534.6,541.035,98.8,,
1/11/2019 9:30,262.9,0,262.9,36.9,0,525.8,530.954,99,,
1/11/2019 10:00,270.2,0,270.2,37.1,0,540.4,545.47,99.1,,
1/11/2019 10:30,276.9,0,276.9,42.8,0,553.8,560.376,98.8,,
1/11/2019 11:00,277.8,0,277.8,44.1,0,555.6,562.557,98.8,,
1/11/2019 11:30,277.4,0,277.4,47.7,0,554.8,562.942,98.6,,
1/11/2019 12:00,279.5,0,279.5,49.5,0,559,567.699,98.5,,
1/11/2019 12:30,281.8,0,281.8,50.4,0,563.6,572.543,98.4,,
1/11/2019 13:00,270.7,0,270.7,41.4,0,541.4,547.695,98.9,,
1/11/2019 13:30,276.1,0,276.1,45.2,0,552.2,559.551,98.7,,
1/11/2019 14:00,261.8,0,261.8,40,0,523.6,529.676,98.9,,
1/11/2019 14:30,260.5,0,260.5,39,0,521,526.806,98.9,,
1/11/2019 15:00,264.1,0,264.1,38.8,0,528.2,533.87,98.9,,
1/11/2019 15:30,265.2,0,265.2,39.4,0,530.4,536.222,98.9,,
1/11/2019 16:00,230,0,230,12,0,460,460.626,99.9,,
1/11/2019 16:30,217.5,0,217.5,0.1,0,435,435,100,,
1/11/2019 17:00,211,0,211,0,0,422,422,100,,
1/11/2019 17:30,185.1,0,185.1,0,0,370.2,370.2,100,,
1/11/2019 18:00,186.6,0,186.6,0,0,373.2,373.2,100,,
1/11/2019 18:30,185.1,0,185.1,0,0,370.2,370.2,100,,
1/11/2019 19:00,181.3,0,181.3,0.1,0,362.6,362.6,100,,
1/11/2019 19:30,171.4,0,171.4,0,0,342.8,342.8,100,,
1/11/2019 20:00,164,0,164,0,0,328,328,100,,
1/11/2019 20:30,158.9,0,158.9,0,0,317.8,317.8,100,,
1/11/2019 21:00,155.5,0,155.5,0,0,311,311,100,,
1/11/2019 21:30,156.4,0,156.4,0,0,312.8,312.8,100,,
1/11/2019 22:00,147.3,0,147.3,0,0,294.6,294.6,100,,
1/11/2019 22:30,144.3,0,144.3,0,0,288.6,288.6,100,,
1/11/2019 23:00,138.9,0,138.9,0,0,277.8,277.8,100,,
1/11/2019 23:30,132.7,0,132.7,0,0,265.4,265.4,100,,
2/11/2019 0:00,131.4,0,131.4,0,0,262.8,262.8,100,,
2/11/2019 0:30,130,0,130,0,0,260,260,100,,
2/11/2019 1:00,131.1,0,131.1,0,0,262.2,262.2,100,,
2/11/2019 1:30,132.3,0,132.3,0,0,264.6,264.6,100,,
2/11/2019 2:00,131.9,0,131.9,0,0,263.8,263.8,100,,
2/11/2019 2:30,132.2,0,132.2,0,0,264.4,264.4,100,,
2/11/2019 3:00,131.5,0,131.5,0,0,263,263,100,,
2/11/2019 3:30,131.3,0,131.3,0,0,262.6,262.6,100,,
2/11/2019 4:00,126.2,0,126.2,0,0,252.4,252.4,100,,
2/11/2019 4:30,125.5,0,125.5,0,0,251,251,100,,
2/11/2019 5:00,113.3,0,113.3,0,0,226.6,226.6,100,,
2/11/2019 5:30,116.9,0,116.9,0,0,233.8,233.8,100,,
2/11/2019 6:00,122,0,122,0,0,244,244,100,,
2/11/2019 6:30,123.7,0,123.7,0,0,247.4,247.4,100,,
2/11/2019 7:00,130.4,0,130.4,0,0,260.8,260.8,100,,
2/11/2019 7:30,133.5,0,133.5,0,0,267,267,100,,
2/11/2019 8:00,136.1,0,136.1,0,0,272.2,272.2,100,,
2/11/2019 8:30,145.1,0,145.1,0,0,290.2,290.2,100,,
2/11/2019 9:00,154.2,0,154.2,0,0,308.4,308.4,100,,
2/11/2019 9:30,151.1,0,151.1,0,0,302.2,302.2,100,,
2/11/2019 10:00,141.2,0,141.2,0,0,282.4,282.4,100,,
2/11/2019 10:30,141,0,141,0,0,282,282,100,,
2/11/2019 11:00,137.7,0,137.7,0,0,275.4,275.4,100,,
2/11/2019 11:30,137.6,0,137.6,0,0,275.2,275.2,100,,
2/11/2019 12:00,126.8,0,126.8,0,0,253.6,253.6,100,,
2/11/2019 12:30,130.5,0,130.5,0,0,261,261,100,,
2/11/2019 13:00,122.1,0,122.1,0,0,244.2,244.2,100,,
2/11/2019 13:30,120,0,120,0,0,240,240,100,,
2/11/2019 14:00,116.9,0,116.9,0,0,233.8,233.8,100,,
2/11/2019 14:30,109.5,0,109.5,0,0,219,219,100,,
2/11/2019 15:00,97.7,0,97.7,0,0,195.4,195.4,100,,
2/11/2019 15:30,89.9,0,89.9,0,0,179.8,179.8,100,,
2/11/2019 16:00,84.3,0,84.3,0,0,168.6,168.6,100,,
2/11/2019 16:30,84.3,0,84.3,0,0,168.6,168.6,100,,
2/11/2019 17:00,86.2,0,86.2,0,0,172.4,172.4,100,,
2/11/2019 17:30,88.4,0,88.4,0,0,176.8,176.8,100,,
2/11/2019 18:00,95.6,0,95.6,0,0,191.2,191.2,100,,
2/11/2019 18:30,105.8,0,105.8,0,0,211.6,211.6,100,,
2/11/2019 19:00,102.2,0,102.2,0,0,204.4,204.4,100,,
2/11/2019 19:30,102.3,0,102.3,0,0,204.6,204.6,100,,
2/11/2019 20:00,103.2,0,103.2,0,0,206.4,206.4,100,,
2/11/2019 20:30,101.8,0,101.8,0,0,203.6,203.6,100,,
2/11/2019 21:00,101.8,0,101.8,0,0,203.6,203.6,100,,
2/11/2019 21:30,101.9,0,101.9,0,0,203.8,203.8,100,,
2/11/2019 22:00,101.7,0,101.7,0,0,203.4,203.4,100,,
2/11/2019 22:30,102.3,0,102.3,0,0,204.6,204.6,100,,
2/11/2019 23:00,102.4,0,102.4,0,0,204.8,204.8,100,,
2/11/2019 23:30,101.4,0,101.4,0,0,202.8,202.8,100,,
3/11/2019 0:00,102.9,0,102.9,0,0,205.8,205.8,100,,
3/11/2019 0:30,102.1,0,102.1,0,0,204.2,204.2,100,,
3/11/2019 1:00,102.5,0,102.5,0,0,205,205,100,,
3/11/2019 1:30,101.7,0,101.7,0,0,203.4,203.4,100,,
3/11/2019 2:00,101,0,101,0,0,202,202,100,,
3/11/2019 2:30,101.1,0,101.1,0,0,202.2,202.2,100,,
3/11/2019 3:00,104.2,0,104.2,0,0,208.4,208.4,100,,
3/11/2019 3:30,100.9,0,100.9,0,0,201.8,201.8,100,,
3/11/2019 4:00,101.2,0,101.2,0,0,202.4,202.4,100,,
3/11/2019 4:30,101.1,0,101.1,0,0,202.2,202.2,100,,
3/11/2019 5:00,85.6,0,85.6,0,0,171.2,171.2,100,,
3/11/2019 5:30,86.2,0,86.2,0,0,172.4,172.4,100,,
3/11/2019 6:00,86.2,0,86.2,0,0,172.4,172.4,100,,
3/11/2019 6:30,93.1,0,93.1,0,0,186.2,186.2,100,,
3/11/2019 7:00,103.8,0,103.8,0,0,207.6,207.6,100,,
3/11/2019 7:30,108.3,0,108.3,0,0,216.6,216.6,100,,
3/11/2019 8:00,115.2,0,115.2,0,0,230.4,230.4,100,,
3/11/2019 8:30,121,0,121,0,0,242,242,100,,
3/11/2019 9:00,117.7,0,117.7,0,0,235.4,235.4,100,,
3/11/2019 9:30,122.5,0,122.5,0,0,245,245,100,,
3/11/2019 10:00,115,0,115,0,0,230,230,100,,
3/11/2019 10:30,119.2,0,119.2,0,0,238.4,238.4,100,,
3/11/2019 11:00,121.7,0,121.7,0,0,243.4,243.4,100,,
3/11/2019 11:30,130.7,0,130.7,0,0,261.4,261.4,100,,
3/11/2019 12:00,145.6,0,145.6,0,0,291.2,291.2,100,,
3/11/2019 12:30,151.6,0,151.6,0,0,303.2,303.2,100,,
3/11/2019 13:00,150.3,0,150.3,0,0,300.6,300.6,100,,
3/11/2019 13:30,154.8,0,154.8,0,0,309.6,309.6,100,,
3/11/2019 14:00,143.2,0,143.2,0,0,286.4,286.4,100,,
3/11/2019 14:30,150.1,0,150.1,0,0,300.2,300.2,100,,
3/11/2019 15:00,150.3,0,150.3,0,0,300.6,300.6,100,,
3/11/2019 15:30,148.7,0,148.7,0,0,297.4,297.4,100,,
3/11/2019 16:00,138.1,0,138.1,0,0,276.2,276.2,100,,
3/11/2019 16:30,146.3,0,146.3,0,0,292.6,292.6,100,,
3/11/2019 17:00,138.7,0,138.7,0,0,277.4,277.4,100,,
3/11/2019 17:30,144,0,144,0,0,288,288,100,,
3/11/2019 18:00,154.7,0,154.7,0,0,309.4,309.4,100,,
3/11/2019 18:30,146.5,0,146.5,0,0,293,293,100,,
3/11/2019 19:00,132.7,0,132.7,0,0,265.4,265.4,100,,
3/11/2019 19:30,114.3,0,114.3,0,0,228.6,228.6,100,,
3/11/2019 20:00,114.1,0,114.1,0,0,228.2,228.2,100,,
3/11/2019 20:30,122.8,0,122.8,0,0,245.6,245.6,100,,
3/11/2019 21:00,122.5,0,122.5,0,0,245,245,100,,
3/11/2019 21:30,119.2,0,119.2,0,0,238.4,238.4,100,,
3/11/2019 22:00,119.3,0,119.3,0,0,238.6,238.6,100,,
3/11/2019 22:30,118,0,118,0,0,236,236,100,,
3/11/2019 23:00,119.5,0,119.5,0,0,239,239,100,,
3/11/2019 23:30,116.8,0,116.8,0,0,233.6,233.6,100,,
4/11/2019 0:00,120.8,0,120.8,0,0,241.6,241.6,100,,
4/11/2019 0:30,121.3,0,121.3,0,0,242.6,242.6,100,,
4/11/2019 1:00,122.4,0,122.4,0,0,244.8,244.8,100,,
4/11/2019 1:30,122.9,0,122.9,0,0,245.8,245.8,100,,
4/11/2019 2:00,124.1,0,124.1,0,0,248.2,248.2,100,,
4/11/2019 2:30,125.5,0,125.5,0,0,251,251,100,,
4/11/2019 3:00,126.6,0,126.6,0,0,253.2,253.2,100,,
4/11/2019 3:30,131.7,0,131.7,0,0,263.4,263.4,100,,
4/11/2019 4:00,136,0,136,0,0,272,272,100,,
4/11/2019 4:30,152.3,0,152.3,0,0,304.6,304.6,100,,
4/11/2019 5:00,148.1,0,148.1,0,0,296.2,296.2,100,,
4/11/2019 5:30,171.8,0,171.8,0,0,343.6,343.6,100,,
4/11/2019 6:00,175.8,0,175.8,0,0,351.6,351.6,100,,
4/11/2019 6:30,186.7,0,186.7,3.6,0,373.4,373.469,100,,
4/11/2019 7:00,230.4,0,230.4,26.5,0,460.8,463.838,99.3,,
4/11/2019 7:30,250.4,0,250.4,50.6,0,500.8,510.923,98,,
4/11/2019 8:00,280.4,0,280.4,84.9,0,560.8,585.943,95.7,,
4/11/2019 8:30,286.1,0,286.1,82.9,0,572.2,595.737,96,,
4/11/2019 9:00,301.3,0,301.3,88.9,0,602.6,628.283,95.9,,
4/11/2019 9:30,298.6,0,298.6,88.3,0,597.2,622.764,95.9,,
4/11/2019 10:00,306.4,0,306.4,92.8,0,612.8,640.29,95.7,,
4/11/2019 10:30,298.8,0,298.8,93.5,0,597.6,626.175,95.4,,
4/11/2019 11:00,292.5,0,292.5,84.7,0,585,609.033,96.1,,
4/11/2019 11:30,293.4,0,293.4,82,0,586.8,609.287,96.3,,
4/11/2019 12:00,300.3,0,300.3,78.7,0,600.6,620.883,96.7,,
4/11/2019 12:30,294.3,0,294.3,69.8,0,588.6,604.928,97.3,,
4/11/2019 13:00,293.9,0,293.9,56.9,0,587.8,598.715,98.2,,
4/11/2019 13:30,298.9,0,298.9,55.3,0,597.8,607.945,98.3,,
4/11/2019 14:00,292.6,0,292.6,52.7,0,585.2,594.616,98.4,,
4/11/2019 14:30,283.9,0,283.9,48.1,0,567.8,575.892,98.6,,
4/11/2019 15:00,297.2,0,297.2,54.6,0,594.4,604.348,98.4,,
4/11/2019 15:30,293.9,0,293.9,52.2,0,587.8,596.999,98.5,,
4/11/2019 16:00,239.5,0,239.5,6.3,0,479,479.166,100,,
4/11/2019 16:30,220.5,0,220.5,4.2,0,441,441.08,100,,
4/11/2019 17:00,214.2,0,214.2,1.8,0,428.4,428.415,100,,
4/11/2019 17:30,203.4,0,203.4,0.2,0,406.8,406.8,100,,
4/11/2019 18:00,211,0,211,0.2,0,422,422,100,,
4/11/2019 18:30,195.9,0,195.9,0,0,391.8,391.8,100,,
4/11/2019 19:00,190.3,0,190.3,0,0,380.6,380.6,100,,
4/11/2019 19:30,170,0,170,0,0,340,340,100,,
4/11/2019 20:00,176.4,0,176.4,0,0,352.8,352.8,100,,
4/11/2019 20:30,193.3,0,193.3,0,0,386.6,386.6,100,,
4/11/2019 21:00,216.4,0,216.4,1.1,0,432.8,432.806,100,,
4/11/2019 21:30,213.7,0,213.7,0,0,427.4,427.4,100,,
4/11/2019 22:00,204.8,0,204.8,0,0,409.6,409.6,100,,
4/11/2019 22:30,205.2,0,205.2,0,0,410.4,410.4,100,,
4/11/2019 23:00,188.5,0,188.5,0,0,377,377,100,,
4/11/2019 23:30,183.9,0,183.9,0,0,367.8,367.8,100,,
5/11/2019 0:00,182.4,0,182.4,0,0,364.8,364.8,100,,
5/11/2019 0:30,184.2,0,184.2,0,0,368.4,368.4,100,,
5/11/2019 1:00,185.8,0,185.8,0,0,371.6,371.6,100,,
5/11/2019 1:30,213.2,0,213.2,0,0,426.4,426.4,100,,
5/11/2019 2:00,196.9,0,196.9,0,0,393.8,393.8,100,,
5/11/2019 2:30,195,0,195,0,0,390,390,100,,
5/11/2019 3:00,193.2,0,193.2,0,0,386.4,386.4,100,,
5/11/2019 3:30,193.5,0,193.5,0,0,387,387,100,,
5/11/2019 4:00,191.3,0,191.3,0,0,382.6,382.6,100,,
5/11/2019 4:30,195.4,0,195.4,1,0,390.8,390.805,100,,
5/11/2019 5:00,193.4,0,193.4,0.1,0,386.8,386.8,100,,
5/11/2019 5:30,178.4,0,178.4,0,0,356.8,356.8,100,,
5/11/2019 6:00,180.8,0,180.8,0,0,361.6,361.6,100,,
5/11/2019 6:30,196.2,0,196.2,1.5,0,392.4,392.411,100,,
5/11/2019 7:00,223.9,0,223.9,12,0,447.8,448.443,99.9,,
5/11/2019 7:30,257.6,0,257.6,47.8,0,515.2,523.995,98.3,,
5/11/2019 8:00,284.7,0,284.7,75.5,0,569.4,589.082,96.7,,
5/11/2019 8:30,300.3,0,300.3,94.6,0,600.6,629.696,95.4,,
5/11/2019 9:00,323.7,0,323.7,87.9,0,647.4,670.845,96.5,,
5/11/2019 9:30,313,0,313,81.3,0,626,646.773,96.8,,
5/11/2019 10:00,306,0,306,80,0,612,632.569,96.7,,
5/11/2019 10:30,312.4,0,312.4,91.2,0,624.8,650.88,96,,
5/11/2019 11:00,297.9,0,297.9,81.9,0,595.8,617.906,96.4,,
5/11/2019 11:30,292.1,0,292.1,77.4,0,584.2,604.361,96.7,,
5/11/2019 12:00,293.6,0,293.6,57.3,0,587.2,598.278,98.1,,
5/11/2019 12:30,285.2,0,285.2,44.4,0,570.4,577.271,98.8,,
5/11/2019 13:00,283.8,0,283.8,38.3,0,567.6,572.745,99.1,,
5/11/2019 13:30,292,0,292,45.4,0,584,591.017,98.8,,
5/11/2019 14:00,296,0,296,49.8,0,592,600.32,98.6,,
5/11/2019 14:30,285.9,0,285.9,35.4,0,571.8,576.167,99.2,,
5/11/2019 15:00,254,0,254,18.8,0,508,509.39,99.7,,
5/11/2019 15:30,234.2,0,234.2,0.2,0,468.4,468.4,100,,
5/11/2019 16:00,225.8,0,225.8,0,0,451.6,451.6,100,,
5/11/2019 16:30,224.4,0,224.4,0,0,448.8,448.8,100,,
5/11/2019 17:00,209.6,0,209.6,0,0,419.2,419.2,100,,
5/11/2019 17:30,202.2,0,202.2,0,0,404.4,404.4,100,,
5/11/2019 18:00,206.4,0,206.4,0,0,412.8,412.8,100,,
5/11/2019 18:30,198.4,0,198.4,0,0,396.8,396.8,100,,
5/11/2019 19:00,204.3,0,204.3,0,0,408.6,408.6,100,,
5/11/2019 19:30,192.6,0,192.6,0,0,385.2,385.2,100,,
5/11/2019 20:00,191.3,0,191.3,0,0,382.6,382.6,100,,
5/11/2019 20:30,192.6,0,192.6,0,0,385.2,385.2,100,,
5/11/2019 21:00,186.1,0,186.1,0,0,372.2,372.2,100,,
5/11/2019 21:30,225.4,0,225.4,0,0,450.8,450.8,100,,
5/11/2019 22:00,208.9,0,208.9,0,0,417.8,417.8,100,,
5/11/2019 22:30,205.7,0,205.7,0,0,411.4,411.4,100,,
5/11/2019 23:00,194.5,0,194.5,0,0,389,389,100,,
5/11/2019 23:30,211.3,0,211.3,0,0,422.6,422.6,100,,
6/11/2019 0:00,192,0,192,0,0,384,384,100,,
6/11/2019 0:30,201.5,0,201.5,0.1,0,403,403,100,,
6/11/2019 1:00,200.7,0,200.7,0,0,401.4,401.4,100,,
6/11/2019 1:30,192.2,0,192.2,0,0,384.4,384.4,100,,
6/11/2019 2:00,182.7,0,182.7,0,0,365.4,365.4,100,,
6/11/2019 2:30,201.1,0,201.1,0,0,402.2,402.2,100,,
6/11/2019 3:00,205.6,0,205.6,0,0,411.2,411.2,100,,
6/11/2019 3:30,202.4,0,202.4,0,0,404.8,404.8,100,,
6/11/2019 4:00,203.2,0,203.2,0,0,406.4,406.4,100,,
6/11/2019 4:30,203.9,0,203.9,0,0,407.8,407.8,100,,
6/11/2019 5:00,188.5,0,188.5,0,0,377,377,100,,
6/11/2019 5:30,190.4,0,190.4,0,0,380.8,380.8,100,,
6/11/2019 6:00,199.6,0,199.6,0,0,399.2,399.2,100,,
6/11/2019 6:30,214.8,0,214.8,0.2,0,429.6,429.6,100,,
6/11/2019 7:00,228.7,0,228.7,21.3,0,457.4,459.379,99.6,,
6/11/2019 7:30,279.9,0,279.9,57.9,0,559.8,571.652,97.9,,
6/11/2019 8:00,275.5,0,275.5,59.9,0,551,563.873,97.7,,
6/11/2019 8:30,289.1,0,289.1,71.6,0,578.2,595.669,97.1,,
6/11/2019 9:00,279.6,0,279.6,37.7,0,559.2,564.26,99.1,,
6/11/2019 9:30,282.4,0,282.4,30.3,0,564.8,568.042,99.4,,
6/11/2019 10:00,281,0,281,33.3,0,562,565.932,99.3,,
6/11/2019 10:30,258,0,258,36.1,0,516,521.027,99,,
6/11/2019 11:00,295,0,295,53.6,0,590,599.66,98.4,,
6/11/2019 11:30,299.6,0,299.6,66.2,0,599.2,613.653,97.6,,
6/11/2019 12:00,299.5,0,299.5,61.3,0,599,611.418,98,,
6/11/2019 12:30,295.7,0,295.7,47.5,0,591.4,598.982,98.7,,
6/11/2019 13:00,302.3,0,302.3,47.1,0,604.6,611.894,98.8,,
6/11/2019 13:30,299.2,0,299.2,50.5,0,598.4,606.864,98.6,,
6/11/2019 14:00,300.9,0,300.9,48,0,601.8,609.409,98.8,,
6/11/2019 14:30,297.7,0,297.7,45.3,0,595.4,602.254,98.9,,
6/11/2019 15:00,296.1,0,296.1,45.9,0,592.2,599.273,98.8,,
6/11/2019 15:30,294.7,0,294.7,46.8,0,589.4,596.786,98.8,,
6/11/2019 16:00,254.8,0,254.8,8.4,0,509.6,509.877,99.9,,
6/11/2019 16:30,245.2,0,245.2,2.1,0,490.4,490.418,100,,
6/11/2019 17:00,243.2,0,243.2,0.3,0,486.4,486.4,100,,
6/11/2019 17:30,233.1,0,233.1,0,0,466.2,466.2,100,,
6/11/2019 18:00,239.9,0,239.9,2.7,0,479.8,479.83,100,,
6/11/2019 18:30,213.4,0,213.4,0,0,426.8,426.8,100,,
6/11/2019 19:00,208.4,0,208.4,0,0,416.8,416.8,100,,
6/11/2019 19:30,201.8,0,201.8,0,0,403.6,403.6,100,,
6/11/2019 20:00,202,0,202,0,0,404,404,100,,
6/11/2019 20:30,211.1,0,211.1,0,0,422.2,422.2,100,,
6/11/2019 21:00,223.9,0,223.9,0,0,447.8,447.8,100,,
6/11/2019 21:30,214.1,0,214.1,0,0,428.2,428.2,100,,
6/11/2019 22:00,221.3,0,221.3,0,0,442.6,442.6,100,,
6/11/2019 22:30,213.6,0,213.6,0,0,427.2,427.2,100,,
6/11/2019 23:00,205.7,0,205.7,0,0,411.4,411.4,100,,
6/11/2019 23:30,192.3,0,192.3,0,0,384.6,384.6,100,,
7/11/2019 0:00,192.2,0,192.2,0,0,384.4,384.4,100,,
7/11/2019 0:30,188.2,0,188.2,0,0,376.4,376.4,100,,
7/11/2019 1:00,189.5,0,189.5,0,0,379,379,100,,
7/11/2019 1:30,216.7,0,216.7,0,0,433.4,433.4,100,,
7/11/2019 2:00,203.4,0,203.4,0,0,406.8,406.8,100,,
7/11/2019 2:30,202.5,0,202.5,0,0,405,405,100,,
7/11/2019 3:00,201.5,0,201.5,0,0,403,403,100,,
7/11/2019 3:30,199.3,0,199.3,0,0,398.6,398.6,100,,
7/11/2019 4:00,198.7,0,198.7,0,0,397.4,397.4,100,,
7/11/2019 4:30,198.9,0,198.9,0,0,397.8,397.8,100,,
7/11/2019 5:00,185.2,0,185.2,0.5,0,370.4,370.401,100,,
7/11/2019 5:30,171.4,0,171.4,0,0,342.8,342.8,100,,
7/11/2019 6:00,180,0,180,0.2,0,360,360,100,,
7/11/2019 6:30,234.1,0,234.1,27.8,0,468.2,471.49,99.3,,
7/11/2019 7:00,266.5,0,266.5,60.8,0,533,546.695,97.5,,
7/11/2019 7:30,291.5,0,291.5,70.2,0,583,599.668,97.2,,
7/11/2019 8:00,295.7,0,295.7,81.4,0,591.4,613.399,96.4,,
7/11/2019 8:30,327.1,0,327.1,99.8,0,654.2,683.972,95.6,,
7/11/2019 9:00,322.1,0,322.1,93.6,0,644.2,670.848,96,,
7/11/2019 9:30,322.6,0,322.6,104.3,0,645.2,678.083,95.2,,
7/11/2019 10:00,333.4,0,333.4,110.9,0,666.8,702.721,94.9,,
7/11/2019 10:30,324.3,0,324.3,103.1,0,648.6,680.588,95.3,,
7/11/2019 11:00,321.4,0,321.4,69.1,0,642.8,657.488,97.8,,
7/11/2019 11:30,313.8,0,313.8,57.3,0,627.6,637.977,98.4,,
7/11/2019 12:00,319.5,0,319.5,57.8,0,639,649.372,98.4,,
7/11/2019 12:30,317.1,0,317.1,57.5,0,634.2,644.542,98.4,,
7/11/2019 13:00,320.2,0,320.2,53.4,0,640.4,649.244,98.6,,
7/11/2019 13:30,321.1,0,321.1,52.3,0,642.2,650.663,98.7,,
7/11/2019 14:00,316.8,0,316.8,51.1,0,633.6,641.79,98.7,,
7/11/2019 14:30,319.5,0,319.5,52.4,0,639,647.537,98.7,,
7/11/2019 15:00,292.2,0,292.2,31.2,0,584.4,587.722,99.4,,
7/11/2019 15:30,268.7,0,268.7,7.8,0,537.4,537.626,100,,
7/11/2019 16:00,271,0,271,5.8,0,542,542.124,100,,
7/11/2019 16:30,265.6,0,265.6,5.2,0,531.2,531.302,100,,
7/11/2019 17:00,260.5,0,260.5,3,0,521,521.035,100,,
7/11/2019 17:30,247.6,0,247.6,0.2,0,495.2,495.2,100,,
7/11/2019 18:00,256,0,256,6.6,0,512,512.17,100,,
7/11/2019 18:30,228,0,228,0,0,456,456,100,,
7/11/2019 19:00,210.5,0,210.5,0,0,421,421,100,,
7/11/2019 19:30,196.2,0,196.2,0,0,392.4,392.4,100,,
7/11/2019 20:00,194.4,0,194.4,0,0,388.8,388.8,100,,
7/11/2019 20:30,193.6,0,193.6,0,0,387.2,387.2,100,,
7/11/2019 21:00,186.8,0,186.8,0,0,373.6,373.6,100,,
7/11/2019 21:30,200.1,0,200.1,0,0,400.2,400.2,100,,
7/11/2019 22:00,216.8,0,216.8,0,0,433.6,433.6,100,,
7/11/2019 22:30,211.6,0,211.6,0,0,423.2,423.2,100,,
7/11/2019 23:00,198.5,0,198.5,0,0,397,397,100,,
7/11/2019 23:30,191.5,0,191.5,0,0,383,383,100,,
8/11/2019 0:00,174.4,0,174.4,0,0,348.8,348.8,100,,
8/11/2019 0:30,176,0,176,0,0,352,352,100,,
8/11/2019 1:00,176.4,0,176.4,0,0,352.8,352.8,100,,
8/11/2019 1:30,175.8,0,175.8,0,0,351.6,351.6,100,,
8/11/2019 2:00,173.7,0,173.7,0,0,347.4,347.4,100,,
8/11/2019 2:30,175.3,0,175.3,0,0,350.6,350.6,100,,
8/11/2019 3:00,176.8,0,176.8,0,0,353.6,353.6,100,,
8/11/2019 3:30,181.4,0,181.4,0,0,362.8,362.8,100,,
8/11/2019 4:00,182.2,0,182.2,0,0,364.4,364.4,100,,
8/11/2019 4:30,183.5,0,183.5,0,0,367,367,100,,
8/11/2019 5:00,163.6,0,163.6,0,0,327.2,327.2,100,,
8/11/2019 5:30,150.7,0,150.7,0,0,301.4,301.4,100,,
8/11/2019 6:00,190.2,0,190.2,0.1,0,380.4,380.4,100,,
8/11/2019 6:30,233.3,0,233.3,22.8,0,466.6,468.823,99.5,,
8/11/2019 7:00,264.3,0,264.3,47.2,0,528.6,536.963,98.4,,
8/11/2019 7:30,280.9,0,280.9,84.5,0,561.8,586.669,95.8,,
8/11/2019 8:00,304.5,0,304.5,100.8,0,609,641.501,94.9,,
8/11/2019 8:30,312,0,312,104.7,0,624,658.198,94.8,,
8/11/2019 9:00,316.3,0,316.3,109.5,0,632.6,669.435,94.5,,
8/11/2019 9:30,337.6,0,337.6,110.5,0,675.2,710.448,95,,
8/11/2019 10:00,319.1,0,319.1,101.6,0,638.2,669.768,95.3,,
8/11/2019 10:30,302.2,0,302.2,81.8,0,604.4,626.15,96.5,,
8/11/2019 11:00,301.3,0,301.3,63.9,0,602.6,616.003,97.8,,
8/11/2019 11:30,298.3,0,298.3,56.6,0,596.6,607.244,98.2,,
8/11/2019 12:00,294.9,0,294.9,48.8,0,589.8,597.821,98.7,,
8/11/2019 12:30,258,0,258,14,0,516,516.759,99.9,,
8/11/2019 13:00,256.8,0,256.8,16.7,0,513.6,514.685,99.8,,
8/11/2019 13:30,263.9,0,263.9,19.1,0,527.8,529.181,99.7,,
8/11/2019 14:00,267.6,0,267.6,13.9,0,535.2,535.922,99.9,,
8/11/2019 14:30,260.8,0,260.8,10.3,0,521.6,522.007,99.9,,
8/11/2019 15:00,262.6,0,262.6,12.5,0,525.2,525.795,99.9,,
8/11/2019 15:30,259.4,0,259.4,12.7,0,518.8,519.421,99.9,,
8/11/2019 16:00,250.2,0,250.2,9.8,0,500.4,500.784,99.9,,
8/11/2019 16:30,238.1,0,238.1,3.9,0,476.2,476.264,100,,
8/11/2019 17:00,229.8,0,229.8,0.6,0,459.6,459.602,100,,
8/11/2019 17:30,217.3,0,217.3,0.5,0,434.6,434.601,100,,
8/11/2019 18:00,221.1,0,221.1,3,0,442.2,442.241,100,,
8/11/2019 18:30,205.4,0,205.4,0.4,0,410.8,410.801,100,,
8/11/2019 19:00,194.9,0,194.9,0.2,0,389.8,389.8,100,,
8/11/2019 19:30,167.3,0,167.3,0,0,334.6,334.6,100,,
8/11/2019 20:00,158.7,0,158.7,0,0,317.4,317.4,100,,
8/11/2019 20:30,167.6,0,167.6,0,0,335.2,335.2,100,,
8/11/2019 21:00,171.3,0,171.3,0,0,342.6,342.6,100,,
