Account Number ,9999653687
Start Date ,26-Mar-2024
End Date ,29-Mar-2024


NMI,Meter Serial Number,Stream,Suffix,Register Description,UOM,Reading Date,Reading Start Time,Reading End Time,Units,Read Type
70013278048,ED041601060,E1,E1,Peak,kWh,28/03/2024,00:00,00:05,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:55,00:00,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:50,23:55,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:45,23:50,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:40,23:45,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:35,23:40,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:30,23:35,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:25,23:30,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:20,23:25,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:15,23:20,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:10,23:15,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:05,23:10,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,23:00,23:05,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:55,23:00,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:50,22:55,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:45,22:50,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:40,22:45,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:35,22:40,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:30,22:35,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:25,22:30,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:20,22:25,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:15,22:20,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:10,22:15,0.012,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:05,22:10,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,22:00,22:05,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:55,22:00,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:50,21:55,0.014,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:45,21:50,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:40,21:45,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:35,21:40,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:30,21:35,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:25,21:30,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:20,21:25,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:15,21:20,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:10,21:15,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:05,21:10,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,21:00,21:05,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:55,21:00,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:50,20:55,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:45,20:50,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:40,20:45,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:35,20:40,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:30,20:35,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:25,20:30,0.021,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:20,20:25,0.021,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:15,20:20,0.021,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:10,20:15,0.019,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:05,20:10,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,20:00,20:05,0.032,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:55,20:00,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:50,19:55,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:45,19:50,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:40,19:45,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:35,19:40,0.012,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:30,19:35,0.042,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:25,19:30,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:20,19:25,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:15,19:20,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:10,19:15,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:05,19:10,0.012,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,19:00,19:05,0.016,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:55,19:00,0.032,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:50,18:55,0.021,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:45,18:50,0.026,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:40,18:45,0.016,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:35,18:40,0.017,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:30,18:35,0.03,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:25,18:30,0.017,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:20,18:25,0.019,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:15,18:20,0.02,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:10,18:15,0.023,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:05,18:10,0.016,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,18:00,18:05,0.014,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:55,18:00,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:50,17:55,0.014,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:45,17:50,0.045,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:40,17:45,0.072,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:35,17:40,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:30,17:35,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:25,17:30,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:20,17:25,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:15,17:20,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:10,17:15,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:05,17:10,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,17:00,17:05,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:55,17:00,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:50,16:55,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:45,16:50,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:40,16:45,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:35,16:40,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:30,16:35,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:25,16:30,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:20,16:25,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:15,16:20,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:10,16:15,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:05,16:10,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,16:00,16:05,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:55,16:00,0.03,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:50,15:55,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:45,15:50,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:40,15:45,0.032,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:35,15:40,0.012,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:30,15:35,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:25,15:30,0.019,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:20,15:25,0.124,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:15,15:20,0.075,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:10,15:15,0.047,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:05,15:10,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,15:00,15:05,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:55,15:00,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:50,14:55,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:45,14:50,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:40,14:45,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:35,14:40,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:30,14:35,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:25,14:30,0.012,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:20,14:25,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:15,14:20,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:10,14:15,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:05,14:10,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,14:00,14:05,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:55,14:00,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:50,13:55,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:45,13:50,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:40,13:45,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:35,13:40,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:30,13:35,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:25,13:30,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:20,13:25,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:15,13:20,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:10,13:15,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:05,13:10,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,13:00,13:05,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:55,13:00,0.086,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:50,12:55,0.19,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:45,12:50,0.073,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:40,12:45,0.013,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:35,12:40,0.014,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:30,12:35,0.017,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:25,12:30,0.061,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:20,12:25,0.022,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:15,12:20,0.031,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:10,12:15,0.07,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:05,12:10,0.136,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,12:00,12:05,0.199,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:55,12:00,0.203,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:50,11:55,0.178,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:45,11:50,0.019,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:40,11:45,0.065,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:35,11:40,0.089,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:30,11:35,0.113,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:25,11:30,0.3,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:20,11:25,0.036,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:15,11:20,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:10,11:15,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:05,11:10,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,11:00,11:05,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:55,11:00,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:50,10:55,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:45,10:50,0.014,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:40,10:45,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:35,10:40,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:30,10:35,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:25,10:30,0.012,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:20,10:25,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:15,10:20,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:10,10:15,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:05,10:10,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,10:00,10:05,0.004,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:55,10:00,0.001,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:50,09:55,0.002,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:45,09:50,0.101,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:40,09:45,0.143,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:35,09:40,0.003,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:30,09:35,0.003,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:25,09:30,0.004,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:20,09:25,0.004,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:15,09:20,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:10,09:15,0.004,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:05,09:10,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,09:00,09:05,0.004,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:55,09:00,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:50,08:55,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:45,08:50,0.03,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:40,08:45,0.004,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:35,08:40,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:30,08:35,0.002,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:25,08:30,0.002,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:20,08:25,0.001,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:15,08:20,0.002,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:10,08:15,0.002,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:05,08:10,0.033,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,08:00,08:05,0.16,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:55,08:00,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:50,07:55,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:45,07:50,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:40,07:45,0.018,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:35,07:40,0.023,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:30,07:35,0.053,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:25,07:30,0.038,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:20,07:25,0.082,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:15,07:20,0.177,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:10,07:15,0.011,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:05,07:10,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,07:00,07:05,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:55,07:00,0.062,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:50,06:55,0.072,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:45,06:50,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:40,06:45,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:35,06:40,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:30,06:35,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:25,06:30,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:20,06:25,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:15,06:20,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:10,06:15,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:05,06:10,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,06:00,06:05,0.005,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:55,06:00,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:50,05:55,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:45,05:50,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:40,05:45,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:35,05:40,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:30,05:35,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:25,05:30,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:20,05:25,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:15,05:20,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:10,05:15,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:05,05:10,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,05:00,05:05,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:55,05:00,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:50,04:55,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:45,04:50,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:40,04:45,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:35,04:40,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:30,04:35,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:25,04:30,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:20,04:25,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:15,04:20,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:10,04:15,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:05,04:10,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,04:00,04:05,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:55,04:00,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:50,03:55,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:45,03:50,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:40,03:45,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:35,03:40,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:30,03:35,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:25,03:30,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:20,03:25,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:15,03:20,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:10,03:15,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:05,03:10,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,03:00,03:05,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:55,03:00,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:50,02:55,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:45,02:50,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:40,02:45,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:35,02:40,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:30,02:35,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:25,02:30,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:20,02:25,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:15,02:20,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:10,02:15,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:05,02:10,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,02:00,02:05,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:55,02:00,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:50,01:55,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:45,01:50,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:40,01:45,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:35,01:40,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:30,01:35,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:25,01:30,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:20,01:25,0.008,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:15,01:20,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:10,01:15,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:05,01:10,0.007,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,01:00,01:05,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:55,01:00,0.006,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:50,00:55,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:45,00:50,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:40,00:45,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:35,00:40,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:30,00:35,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:25,00:30,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:20,00:25,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:15,00:20,0.01,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:10,00:15,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:05,00:10,0.009,Actual
70013278048,ED041601060,E1,E1,Peak,kWh,27/03/2024,00:00,00:05,0.009,Actual
